variant,cpus,distribution,repeat,reported_ns_worst,elapsed_ms,runs_per_s,scaling
xdp_bucket_global_lock_entry,4,adjacent,3000000,174,556,21582734,2.64
xdp_bucket_global_lock_entry,1,spread,3000000,108,361,8310249,1.00
xdp_bucket_global_lock_entry,2,spread,3000000,108,359,16713092,2.01
xdp_bucket_global_lock_entry,3,spread,3000000,108,357,25210084,3.03
xdp_bucket_global_lock_entry,4,spread,3000000,118,389,30848329,3.71
xdp_bucket_global_lock_bank,1,same,3000000,108,361,8310249,1.00
xdp_bucket_global_lock_bank,2,same,3000000,660,2020,2970297,0.36
xdp_bucket_global_lock_bank,3,same,3000000,1312,3979,2261875,0.27
xdp_bucket_global_lock_bank,4,same,3000000,1672,5067,2368265,0.28
xdp_bucket_global_lock_bank,1,adjacent,3000000,109,366,8196721,1.00
xdp_bucket_global_lock_bank,2,adjacent,3000000,650,1984,3024194,0.37
xdp_bucket_global_lock_bank,3,adjacent,3000000,1265,3840,2343750,0.29
xdp_bucket_global_lock_bank,4,adjacent,3000000,1722,5215,2301055,0.28
xdp_bucket_global_lock_bank,1,spread,3000000,107,360,8333333,1.00
xdp_bucket_global_lock_bank,2,spread,3000000,595,1827,3284072,0.39
xdp_bucket_global_lock_bank,3,spread,3000000,1240,3757,2395528,0.29
xdp_bucket_global_lock_bank,4,spread,3000000,1567,4749,2526848,0.30
xdp_counter_percpu,1,same,3000000,19,92,32608696,1.00
xdp_counter_percpu,2,same,3000000,19,92,65217391,2.00
xdp_counter_percpu,3,same,3000000,19,93,96774194,2.97
xdp_counter_percpu,4,same,3000000,19,94,127659574,3.91
xdp_counter_percpu,1,adjacent,3000000,19,91,32967033,1.00
xdp_counter_percpu,2,adjacent,3000000,19,101,59405941,1.80
xdp_counter_percpu,3,adjacent,3000000,25,113,79646018,2.42
xdp_counter_percpu,4,adjacent,3000000,19,102,117647059,3.57
xdp_counter_percpu,1,spread,3000000,19,98,30612245,1.00
xdp_counter_percpu,2,spread,3000000,19,93,64516129,2.11
xdp_counter_percpu,3,spread,3000000,19,96,93750000,3.06
xdp_counter_percpu,4,spread,3000000,19,96,125000000,4.08
xdp_counter_shared,1,same,3000000,25,108,27777778,1.00
xdp_counter_shared,2,same,3000000,95,328,18292683,0.66
xdp_counter_shared,3,same,3000000,141,464,19396552,0.70
xdp_counter_shared,4,same,3000000,186,593,20236088,0.73
xdp_counter_shared,1,adjacent,3000000,24,114,26315789,1.00
xdp_counter_shared,2,adjacent,3000000,91,311,19292605,0.73
xdp_counter_shared,3,adjacent,3000000,138,449,20044543,0.76
xdp_counter_shared,4,adjacent,3000000,186,596,20134228,0.77
xdp_counter_shared,1,spread,3000000,25,109,27522936,1.00
xdp_counter_shared,2,spread,3000000,95,331,18126888,0.66
xdp_counter_shared,3,spread,3000000,142,462,19480519,0.71
xdp_counter_shared,4,spread,3000000,184,591,20304569,0.74
