variant,cpus,distribution,repeat,reported_ns_worst,elapsed_ms,runs_per_s,scaling
xdp_bucket_global_race,3,adjacent,3000000,203,649,13867488,1.34
xdp_bucket_global_race,4,adjacent,3000000,181,581,20654045,1.99
xdp_bucket_global_race,1,spread,3000000,83,285,10526316,1.00
xdp_bucket_global_race,2,spread,3000000,84,286,20979021,1.99
xdp_bucket_global_race,3,spread,3000000,83,284,31690141,3.01
xdp_bucket_global_race,4,spread,3000000,85,294,40816327,3.88
xdp_bucket_global_lock_entry,1,same,3000000,107,358,8379888,1.00
xdp_bucket_global_lock_entry,2,same,3000000,738,2250,2666667,0.32
xdp_bucket_global_lock_entry,3,same,3000000,1508,4568,1970228,0.24
xdp_bucket_global_lock_entry,4,same,3000000,1988,6006,1998002,0.24
xdp_bucket_global_lock_entry,1,adjacent,3000000,108,362,8287293,1.00
xdp_bucket_global_lock_entry,2,adjacent,3000000,168,546,10989011,1.33
xdp_bucket_global_lock_entry,3,adjacent,3000000,165,541,16635860,2.01
xdp_bucket_global_lock_entry,4,adjacent,3000000,187,602,19933555,2.41
xdp_bucket_global_lock_entry,1,spread,3000000,107,356,8426966,1.00
xdp_bucket_global_lock_entry,2,spread,3000000,108,362,16574586,1.97
xdp_bucket_global_lock_entry,3,spread,3000000,115,383,23498695,2.79
xdp_bucket_global_lock_entry,4,spread,3000000,115,394,30456853,3.61
xdp_bucket_global_lock_bank,1,same,3000000,107,360,8333333,1.00
xdp_bucket_global_lock_bank,2,same,3000000,779,2376,2525253,0.30
xdp_bucket_global_lock_bank,3,same,3000000,1525,4614,1950585,0.23
xdp_bucket_global_lock_bank,4,same,3000000,1953,6016,1994681,0.24
xdp_bucket_global_lock_bank,1,adjacent,3000000,108,363,8264463,1.00
xdp_bucket_global_lock_bank,2,adjacent,3000000,755,2300,2608696,0.32
xdp_bucket_global_lock_bank,3,adjacent,3000000,1507,4562,1972819,0.24
xdp_bucket_global_lock_bank,4,adjacent,3000000,1946,5895,2035623,0.25
xdp_bucket_global_lock_bank,1,spread,3000000,107,358,8379888,1.00
xdp_bucket_global_lock_bank,2,spread,3000000,641,1959,3062787,0.37
xdp_bucket_global_lock_bank,3,spread,3000000,1441,4370,2059497,0.25
xdp_bucket_global_lock_bank,4,spread,3000000,1838,5600,2142857,0.26
xdp_counter_percpu,1,same,3000000,19,93,32258065,1.00
xdp_counter_percpu,2,same,3000000,19,105,57142857,1.77
xdp_counter_percpu,3,same,3000000,19,93,96774194,3.00
xdp_counter_percpu,4,same,3000000,19,104,115384615,3.58
xdp_counter_percpu,1,adjacent,3000000,19,93,32258065,1.00
xdp_counter_percpu,2,adjacent,3000000,19,92,65217391,2.02
xdp_counter_percpu,3,adjacent,3000000,19,95,94736842,2.94
xdp_counter_percpu,4,adjacent,3000000,19,102,117647059,3.65
xdp_counter_percpu,1,spread,3000000,19,94,31914894,1.00
xdp_counter_percpu,2,spread,3000000,28,117,51282051,1.61
xdp_counter_percpu,3,spread,3000000,19,93,96774194,3.03
xdp_counter_percpu,4,spread,3000000,19,95,126315789,3.96
xdp_counter_shared,1,same,3000000,25,116,25862069,1.00
xdp_counter_shared,2,same,3000000,76,267,22471910,0.87
xdp_counter_shared,3,same,3000000,115,382,23560209,0.91
xdp_counter_shared,4,same,3000000,156,506,23715415,0.92
xdp_counter_shared,1,adjacent,3000000,24,110,27272727,1.00
xdp_counter_shared,2,adjacent,3000000,84,287,20905923,0.77
xdp_counter_shared,3,adjacent,3000000,118,394,22842640,0.84
xdp_counter_shared,4,adjacent,3000000,156,503,23856859,0.87
xdp_counter_shared,1,spread,3000000,24,111,27027027,1.00
xdp_counter_shared,2,spread,3000000,86,298,20134228,0.74
xdp_counter_shared,3,spread,3000000,123,404,22277228,0.82
xdp_counter_shared,4,spread,3000000,155,510,23529412,0.87
