seq,gap_ns,closed
11521,2701335,true
12827,1562508,true
12854,1771515,true
15412,1602238,true
15803,1657958,true
30538,2100117,true
34206,1588684,true
48883,2893634,true
55443,1729964,true
55466,1567661,true
55498,1644530,true
66652,1620113,true
66683,1669759,true
76764,2368510,true
